CAN,COS,4009,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,PAN,4054,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,COL,4521,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,VEN,4007,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,GUY,4578,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,SUR,4815,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,ECU,5042,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,PER,6374,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,BRA,7282,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,BOL,6865,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,PAR,8035,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,CHL,8725,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,ARG,8987,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,URU,9041,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,UK,5401,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,IRE,4907,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,NTH,5645,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,BEL,5712,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,LUX,5845,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,FRN,5687,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,MNC,6271,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,LIE,6205,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,SWZ,6125,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,SPN,5712,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,AND,5939,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,POR,5419,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,GMY,6162,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,GFR,5891,'2017-05-14 12:00:00','2017-05-14 12:00:00'
